,id,in_out,year,no_motives,humble_motives,good_motives,bad_motives,>2_motives,worse_motives,mistakes,summ,text
746,746,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Хочу попробовать работать с детскими коллективами. Работая в летних лагерях не всегда успеваешь рассмотреть каждого ребенка, его увлечения. Работая долгое время с людьми в больших коллективах уже имею многие навыки для такого формата общения. Так же интересна возможность переезда в другой город и новым возможностям."
747,747,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Я давно начала искать свое призвание, много училась, пробовала новые професии, но никак не могла найти то, что мне было бы по душе. На данный момент, попробовав себя в роли педагога, я поняла, что это мое. Мне нравится работать с детьми, учить их, передавать им свой опыт и знания. Я хочу быть полезной и нужной, при этом улучшать этот мир. Хочу приносить пользу обществу, мне есть чем поделиться, сейчас для этого самое время."
748,748,out,2018,0,1.0,0.0,1.0,0.0,0.0,1,6.0,"Я проработала в школе 25 лет, очень люблю эту работу. Эта работа дает мне силы, в этой среде я  чувствую себя сильнее что ли. Сейчас я переехала в Москву по семейным обстоятельствам, и хотела бы устроиться в школу. А именно участие в программе        "" Учитель для России"" мне необходимо, чтобы получать методическую и всякую иную поддержку от наставников. Работа в провинции, в маленькой сельской школе,  и в Москве - отличаются. Хотя цели одинаковые: образовательная и воспитательная, но требования к педагогам,  я думаю, отличаются. Я хочу усовершенствоваться, взять больше, и быть хорошим педагогом."
749,749,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,Хочу себя попробовать в новой стезе и для меня это определенный вызов в моей жизни. Также большое желание получить неоценимый опыт в данной программе и в своих знаниях по предмету географии.
750,750,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Хочу обучать детей ,давать им новые знания ,знания своего поколения . Подобрать правильны подход к каждому ученику ."
751,751,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Быть учителем в нашей стране сложно. Приходиться мириться с маленькими зарплатами, непослушными учениками и ежедневным трудом. Но все это того стоит. Ведь каждый день, приходя на работу, учитель вкладывает в своих учеников и знания, и мудрость. Он показывает им, как нужно жить, к чему стремиться. Меня вдохновляют истории учителей, которые сталкивались со сложными детьми и помогали им. Меня поражают истории, когда люди относились к работе, как к призванию. Очень важно, чтобы мы выбирали ту сферу, где будем выкладывать на 100%, где будем видеть себя. От учителя многое зависит. Нужно многое знать, нужно уметь подавать новую информацию. Но главное, нужно уметь вдохновлять своих учеников, показывать им выход, поддерживать. Если не иметь контакта с детьми, то они так ничему и не научатся. Учитель – это вечно актуальная профессия, которая имеет огромную силу. Это место, где ты снова и снова влияешь на будущее поколение. Поэтому важно всегда следить за собой, своими словами и мыслями. Я хочу принять этот вызов и стать отличным учителем!  Для меня ужасно дико слышать от студентов техникума, в котором я работаю, ответ ""не знаю"" на элементарные вопросы по истории отечества на которые люди моего поколения знали в 10-ти летнем возрасте. "
752,752,out,2018,0,0.0,1.0,1.0,0.0,1.0,0,6.0,"В будущем хочу связать свою жизнь с преподавательской деятельностью. Считаю ваш проект поможет мне обрести нужные практические навыки в данной профессии. Так же общение с детьми, прививать им желание занятий спортом. Учить детей хорошему и нравственно правильному чего сейчас многим детям не хватает. Во всех школах при устройстве на работу нужен опыт работы, а молодому специалисту ваш проект будет хорошим стартом для дальнейшей карьеры. "
753,753,out,2018,1,0.0,0.0,0.0,0.0,0.0,1,6.0,"Работал два года вожатым в пионерлагере,и воспитателем в кадетском корпусе,работал в школе и в настоящее время в детском саду."
754,754,out,2018,0,1.0,0.0,0.0,0.0,0.0,0,6.0,"Потому что это возможность реализовать себя, возможность показакть свою методику преподавания. А так же, возможность отыскать в детях то, чего не удалось, или пока не успели сделать родители, близкие. Ведь ребенок с большим удовольствием открывается чужому человек, нежели близкому, из- за боязни выглядеть смешным в глазах родителей, друзей, родственников. А особенно это касается творческих занятий, таких как музыка, театральное искусство, в общем, любого вида творчества. "
755,755,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Мне бы хотелось развиваться в преподавательской деятельности, но чувствую,ч то мне не хватает знаний и какого-то умения, для того, чтобы преподавать в школе на новом уровне. Используя новые технологии, методики и приемы, которые несомненно помогут улучшить качество знаний и повысят интерес моих учеников."
756,756,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,Всегда моей мечтой была - это преподавание детям. Хотелось реализовать свой потенциал. Получить интересный опыт и подарить детям любовь и знания.
757,757,out,2018,1,0.0,0.0,1.0,0.0,0.0,0,6.0,"Возможно, что данная программа позволит мне восстановить частично утраченные учебно-педагогические навыки и поспособствует нахождению работы."
758,758,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Все мы родом из детства. И все мы учились в школе. У меня было три школы. Первый класс в маленькой сельской восьмилетке. Я и не поняла, что это школа и учеба. Добрый учитель. Походы в лес. Несложные крючечки в тетрадях и творчество на уроках.  Вторая школа началась после переезда в сибирский город. И это был ушат ледяной воды. Большой класс с разными и не всегда дружелюбными детьми. Уставшая немолодая учительница. Я поняла, что учиться нелегко. А из среднего звена мне запомнились холодные, злые и почему-то бесцветные глаза классного учителя. Любимчики, муштра, темные и холодные вечера после второй смены. И какой-то вечный дискомфорт. Третья школа дала мне понимание, что такое действительно школа. Дружный класс, неравнодушный учитель, свободное посещение на истории (ходили все!!). Школа была эксперементальной. И я хорошо вписалась в этот эксперемент. Свобола выбора, уважение, интересные уроки литературы и истории, на которых я слушала, открыв рот)  Почему ""Учитель для России""? Это тоже эксперементальная школа для взрослых. Хочу вписаться в неё, хочу принять участие в чем-то новом. Хочу получить ответы на свои вопросы. А возможно, и повлиять на образовательную систему."
759,759,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Работа в сфере образования, а особенно связанная с обучением детей, является вдохновляющей для меня. Это та деятельность,  занимаясь которой, я искренне ощущаю важность этого своего дела. Мне по душе творческий подход, когда в рамах темы и занятия я сам следую за логикой работы и рассуждений ребят, являясь по сути модератором их творческой и поисковой активности. Я занимался обучением как детей, так и взрослых. Но именно с детьми я более явно ощущаю свои профессиональные возможности."
760,760,out,2018,1,0.0,0.0,0.0,0.0,0.0,1,6.0,"Добрый день!  Моя семья педагоги и врачи. Так получилось, что я ошиблась с выбором высшего учебного заведения. Очень хочу быть полезной людям. Обожаю природу -  не боюсь покинуть столицу (прожила здесь 5 лет). Получаю энергию о общения с людьми и продуктивности. Не понимаю каким  дргим образом, минуя 5 лет пед.ВУЗа возможна переподготовка."
761,761,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Я не так давно поняла, что мне нравится быть учителем. А начиналось все так. У меня четверо племянников, 15,14, 11(двойняшки) лет. Когда они пошли в школу и были как все дети не всегда послушны. А так как, я помогала сестре в воспитании детей то мне часто учителя жаловались и на моих племянников и на других детей.  В конце 2015 года я осталась без работы. И решила искать работы учителем. В 2016 году устроилась в гимназию педагогом-организатором. В школе  кроме организаторской работы приходилось ходить на замены уроков мне очень нравилось общаться с детьми. Объяснять как важны и нужны все предметы в школе.  Потом же в этой школе я заменяла физику. И мне очень понравился этот предмет. Работала в сельской школе учителем биологии, но там до этого  не было предмета так. как  учителя не было. И я увидела, что я могу донести основные понятия, могу привить любовь к предмету. Я сейчас около года не работаю в школе. И очень скучаю за детьми за их положительными эмоциями. Я считаю , что учитель это очень важная, нужная профессия и нужно повышать престиж учителя.Поэтому я и хочу стать участником программы ""Учитель для России"""
762,762,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Я хочу  стать участником программы «Учитель для России»: из-за интереса, какие возможности по завершению учебы дает данная программа?..  Также интересно пообщаться с другими педагогами по своей специальности из других регионов, какие трудности в работе были у них и как они с ними справлялись….   "
763,763,out,2018,0,1.0,0.0,1.0,0.0,0.0,0,6.0,"Быть учителем-моя настоящая цель.С детства любила преподавать и представлять себя учителем.У моей сестры было два дневника-школьный и тот,куда оценки ставила я.После окончания вуза ,было распределение преподавателей по школам,я не устроилась работать по специальности из-за своих финансовых целей.О чем сожалею в настоящий момент.Устроиться в школу без пыта работы оказалось затруднительно,поэтому хочу участвовать в программе ""Учитель для России"".Хотелось бы работать в Москве,развиваться и расти в направлении своей благородной профессии."
764,764,out,2019,0,1.0,0.0,0.0,0.0,1.0,1,6.0,"Всю свою сознательную жизнь после окончания военного института я обучал прибывших ко мне призывников в войска военному делу. Но как показывает моя практика в школе их мало чему обучали, даже просто писать или считать. И зачастую приходилось вначале обучать их держать ручку и писать без ошибок, а потом переходить к обучению более сложных предметов, как история, география, ОГП и т.д. Чтобы обучить такого солдата его специальности, а служил я на таких системах, как С-300,С-400,приходилось очень долго потрудиться над ним, потому что о ""законе Ома"" он даже и не слышал никогда. Почему я влез в эту программу?))) Да просто увидел на карьерном сайте и захотелось попробывать, потому что в данный момент нахожусь на пенсии и все не могу определиться где же мне применить свои знания и навыки. А здесь подвернулась такая возможность, чтобы молодое поколение после обучения в школе, уже было готово к службе в армии, тогда и командирам станет проще прививать им их специальности. Чтобы приходя в войска они уже хотя бы умели держать автомат, знали историю своей страны,знаменательные даты, полководцев и т.д. Считаю,что чувство патриотизма нужно развивать со школьной скамьи, что лучше нашей святой Родины нет ничего лучше в мире. Я могу преподавать историю, физику, математику, ОБЖ, физкультуру. Ну вроде и все."
765,765,out,2019,1,0.0,0.0,0.0,0.0,0.0,1,6.0,"   Я хочу стать участником программы ""Учитель для России"" потому, что мне  интересны современные дети и их родители.    В последние лет пять , работая каждый день с большим количеством людей, я стала обращать внимание на то, что начали приходить молодые мамы, просто увешанные детьми, то есть имеющие по три по четыре ребенка  и , при этом, великолепно выглядевшие! Спортивные, ухоженные, с хорошими фигурами,  имеющие отличный контакт с детьми.  А дети у них активные, задающие взрослые вопросы и смотрящие на тебя мудрыми глазами!  И таких детей с родителями все больше. Но также я видела родителей, которые практически не имели контакта со своими детьми, излишне опекали их, отвечали за них, и дети их были с тусклыми глазами, с напускным равнодушием на лице.   Когда  мне удавалось пообщаться с  такими детьми, проявить к ним интерес, то лица детей менялись. И такие моменты, я считаю, самыми дорогими в моей жизни - когда удавалось увидеть, как лица детей светлеют.     По образованию я- учитель  русского языка и литературы, пять лет работала в сельской школе учителем, но в последние годы  я работала в миграционной службе. Работа моя была тесно связана с общением с людьми.  Мне нравится общаться, я умею работать с  аудиторией , но за то время, пока я не работала в школе, там изменились программы, поменялись формы работы. А ваша программа дает возможность обучиться этому, дает методическую и психологическую поддержку. Очень импонирует, что вы стараетесь уйти от  шаблонов и внедрять новые методы работы.     "
766,766,out,2019,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Программа ""Учитель для России"" даёт мне реальный шанс стать преподавателем. К сожалению, я сделала неправильный выбор, поступив на факультет Журналистики после школы. Всегда мечтала работать именно школьным учителем, но что - то меня остановило.  У меня есть дар заражать учеников русским языком и литературой. Я занимаюсь индивидуально подготовкой к ЕГЭ и ОГЭ. Данная программа даёт отличный толчок для нереализованных ""учителей"" воплотить свою мечту в жизнь. "
767,767,out,2019,0,1.0,0.0,0.0,0.0,0.0,1,6.0,"Я в самом начале построения своей карьеры педагога. Мне интересны многие социальные процессы, работа, которая пропагандирует здоровый образ жизни, спорт. Меня заинтересовала программа «Учитель для России» потому что я и собирался преподавать, но только с 2020 года. Я могу взять аккадемический отпуск в случае предложения о работе от программы. Я бы хотел развивать свои педагогические навыки, познакомиться с теорией и практикой препадавания так как в дальнейшем хочу стать футбольным тренером и любой метод, модель, которые пригодяться мне в своей работе очень важен для меня. Это могло бы еще быть полезным для меня приобретением новых знакомств с российскими соверсниками и не только, включиться в международное педагогическое сообщество для развития профессионального сотрудничества. Я переехал в Красноярск из Армении на учебу. Смогу и переехать в другой город "
768,768,out,2019,1,0.0,0.0,0.0,0.0,0.0,1,6.0,"Я хочу стать участником программы ""Учитель для России"" потому что,  это опыт, который мне пригодится в будущем. "
769,769,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,5.0,"Если учитель имеет только любовь к делу, он будет хороший учитель.  Если учитель имеет только любовь к ученику, как отец, мать, - он будет лучше того учителя, который прочел все книги, но не имеет любви ни к делу, ни к ученикам. Если учитель соединяет в себе любовь к делу и к ученикам,  он - совершенный учитель Л. Н. Толстой.   Если спросить любого человека, без каких профессий невозможно существование государства, и в почти каждом ответе будет слово «учитель». Без людей, представляющих эту профессию, невозможно представить будущее страны. И от нас зависит, какие это будут люди. Часто говорят: «Педагог – это не профессия, а образ жизни». И я вполне согласна с этим высказыванием. Годы работы в школе многому меня научили: принимать детей такими, какие они есть, быть терпимой к ошибкам других, но требовательной к самой себе, а главное — бережно относиться к ребятам. Я поняла, что надо учиться воспринимать лучшее, что в них есть, помогая им самим это лучшее в себе увидеть. А для этого учителю надо самому быть личностью, потому что, как писал Ушинский, «…только личность может воспитать личность». Я – учитель английского  языка . Понимаю, что это самая прекрасная профессия, но и самая трудная. Я должна  отдать ей себя всю – иначе не стоило и начинать. Ведь, пожалуй, ни в одной профессии личность человека, его характер, убеждения, нравственное развитие, отношение к людям не имеют такого решающего значения, как в профессии учителя. Мало иметь только учительский диплом. Надо владеть еще величайшим из искусств – искусством любить детей.Для меня очень важно, чтобы мои ученики ушли с  урока, не только получив определенный объем знаний, но и став хоть чуточку добрее, справедливее, лучше. Только любовь к своей профессии помогла преодолеть первые самые трудные шаги в мире учительского дела. Мне действительно интересно постигать тайны, искать ответы на интересующие вопросы, а потом - непременно делиться ими с другими. Мне повезло: я работаю в коллективе мудрых, опытных учителей, готовых оказать помощь в любой ситуации. Мои коллеги – мои единомышленники. Мне есть с кого брать пример! Я сделала свой выбор-стать участником программы ""Учитель для России"", потому что  впереди меня ждет жизнь, полная напряжения, радости, тревог, бессонных ночей и счастья. Счастья постоянного движения вперед, творчества и открытий. Как гласит восточная мудрость, «дорогу осилит идущий». Со времени моего дебюта в профессии прошло 15 лет. За это время я приобрела опыт работы, профессиональные знания, умения и навыки. Но по-прежнему каждый день учусь, наблюдая за моими ребятами. Учусь у них любознательности, открытости, отзывчивости, умению удивляться, радоваться. Учусь мудрости не обращать внимание на неудачи и идти вперед. Я - счастливый человек, потому что правильно выбрала главное – профессию. В настоящее время утверждение о том, что педагогическая деятельность является по своей природе творческой, стало общепринятым. Творческий педагог — это тот, кто открывает, умудряет и ободряет. Педагог, в своей работе, создает не предмет, а личность и знания человека, который всегда неповторим, уникален. Еще Плутарх говорил: «Ученик – это не сосуд, который надо наполнить, а факел, который надо зажечь».   "
770,770,out,2018,0,1.0,0.0,0.0,0.0,0.0,0,5.0,"Я с самого детства хотела быть учителем, но жизнь сложилась так, что выучилась на юриста и работала по специальности. Но по достижению 30 лет желание быть учителем не пропало и знакомая рассказала мне про данную программу, я сразу же подала заявку. Учитель-это все таки призвание и я уверенна, что это дело моей жизни. Данная программа это как новая ступенька к достижению мечты"
771,771,out,2018,0,1.0,0.0,0.0,0.0,0.0,0,5.0,"Я хотела бы стать участником программы, потому что я еще с детства хотела стать учителем. Моя мама учитель математики и я раньше была лучше всех в классе, потому что сильнее меня в этом предмете не было никого. Однако, в старших классах я начала увлекаться английским языком и решила стать переводчиком. Так как в Воронеже в данной области очень тудно найти работу, я подумала : ""А почему бы мне не реализовать детскую мечту? Почему мои знания будут пропадать даром? Не поделиться ли мне ими с детьми?"". Данная программа дает хорошую практику и возможность понять, готова ли я посвятить свою жизнь обучением других детей. На данный момент занимаюсь репетиторством с детьми младших классов. Мне очень нравится, мы танцуем, поем песни, игаем в игры и все это, конечно, на английском языке. Время пролетает незаметно. Думаю, если будет целый класс, то будет еще веселее."
772,772,out,2018,1,0.0,0.0,0.0,0.0,0.0,1,5.0,"На планете огромное множество профессий, но я после долгих раздумий выбрала профессию, которой я хочу посвятить всю свою жизнь. Эта профессия – учитель начальных классов. Она мне очень нравится. Во – первых, потому что я очень люблю детей, а во- вторых, это, на мой взгляд, очень интересное и занимательное занятие. Я готова проводить с малышами целые дни, играть с ними, разучивать песни, стихи. В детстве я часто играла в школу с подругами, проверяла тетради, выставляла отметки в журнал, как настоящая учительница."
773,773,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,5.0,"В этом году после окончания университета я переехала обратно в свой родной поселок. До этого я два года преподавала детям английский в Калининграде. Решила продолжить заниматься этим и здесь. Разница в уровне владения языком между городскими и поселковыми детьми поражает. Сами дети говорят о том, что учить язык, когда учитель меняется как минимум раз в год, просто невозможно. Изначально я сама хотела пойти работать в нашу школу, но только временно, пока не найду другую работу. Если задуматься, то именно такие планы строят почти все сегодняшние выпускники ВУЗов. Для нас школа- это временное решение, перевалочный пункт. У нас нет мотивации к работе в школе, ведь даже банальным репетиторством можно заработать больше.  Но мне всегда хотелось изменить такое положение вещей. Добиться того, чтобы профессия учителя снова стала такой же уважаемой, как раньше. Чтобы дети чаще говорили ""Я хочу стать учителем, когда вырасту"".  Для этого, я считаю, необходимо менять многое, начиная с собственного отношения учителей, детей и родителей, заканчивая системой образования в целом. Именно такие программы, как Ваша, дают возможность молодым специалистам сделать это. "
774,774,out,2018,1,0.0,0.0,0.0,0.0,0.0,0,5.0,"Я окончила РГПУ им. Герцена бакалавриат и магистратуру, по психолого педагогическому направлению. я изначально выбрала педагогическую сферу  обучения и работы. Но с данным образованием невозможно устроиться в школы в качестве педагога, хотелось бы получить узкое педагогическое образование. но я на этом не останавливаюсь, на данный момент изучаю узкую специализацию по логопедии. "
775,775,out,2018,0,1.0,0.0,0.0,0.0,0.0,0,5.0,"На мой взгляд,я отличный кандидат на участие в программе ""Учитель для России"". Потому что я имею представление, какой он современный педагог..Какими качествами он должен обладать.Как должен выстраивать свою деятельность и отношения с учениками, а так же с коллегами. Я могу это представить, потому что сама была школьницей,и могу посмотреть на ситуацию,глазами ребенка.Я знаю какими качетсвами должен облать настоящий педагог, потому что каждый день совершенствуюсь,не только читая практическую литературу и слушая профессиональные вебинары,а еще потому что,каждый день работаю над анализом своих действий и поступков.Тем самым развиваюсь и расту не только как профессионал,но и как личность."
776,776,out,2018,0,1.0,0.0,0.0,0.0,0.0,0,5.0,в последнее время моя профессиональная деятельность касается только детей. Мне нравится с ними работать. Было бы интересно поработать в школе.Возможно.там я найду свое призвание.
777,777,out,2018,0,1.0,0.0,0.0,0.0,0.0,0,5.0,"Мой интерес в участие программы обусловлен самим проектом, который считаю привлекательным. Сама программа может изменить образовательное пространство страны, в котором необходимо делать изменения. В частности, перекоординировать подход к образовательному процессу. В рамках образовательных технологии преподавания истории необходимо сочетание классических методик с новыми веяниями общества, которые за последние десятилетия сильно изменились. К сожалению практика показывает,что знание новых веянии не позволяет раскрыть индивидуальный подход к главным участникам образовательного процесса, а именно к самим ученикам.  Поэтому для меня главной целью участия является практика использования индивидуального подхода при создании образовательного пространства по предмету ""история"" и ""обществознание"". Следствие чего создания особенного подхода в образовании, который возможен только на практическом уровне, а не в теоритическом.   "
778,778,out,2018,1,0.0,0.0,0.0,0.0,0.0,1,5.0,"Надеюсь, что данная программа занимается развитием инновационных методик преподавания прогрессивных дисциплин."
779,779,out,2018,0,1.0,0.0,0.0,0.0,0.0,0,5.0,"Возможность воздействовать на юные умы. Привить поведение, которое исключит в дальнейшем возможность развития преступных наклонностей. Сделать доминирующей мысль о том, что нельзя обходиться с людьми так, как не хотел бы, чтобы обходились с тобой. Объяснить, что каждый поступок имеет последствия, иногда очень печальные."
780,780,out,2018,1,0.0,0.0,1.0,0.0,0.0,0,5.0,"Заполняю уже в 5 раз. Анкета каждый раз вылетает. Поэтому кратко.  Хочу работать в Сибири (Барнаул) - учитель в Барнауле получает 10 тысяч - на это невозможно жить не имея жилья. Вывод, либо оставаться в Москве, либо к вам."
781,781,out,2018,1,1.0,0.0,0.0,0.0,0.0,0,5.0,"У меня есть младший брат, который в данный момент учиться в школе. Я  сталкиваюсь с такой проблемой, что нынешним учителям ( в большинстве своем) тяжело понять подростков. Тяжело сфокусировать их внимание, вникнуть в суть проблемы из-за разности поколений. Заметил тенденцию, что в текущее время очень много появляется агрессивных подростков, а поскольку я уже 5 лет работаю в сферах, связанных с общением с людьми, считаю что могу стать тем, кто сможет гасить агрессию уже на стадии ее зарождения."
782,782,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,5.0,"Мне интересно работать учителем, приобретать новый опыт, учится и учить чему то новому, расширять свой кругозор"
783,783,out,2018,0,1.0,0.0,0.0,0.0,0.0,1,5.0,"Добрый день! Почему я хочу стать участником программы ""Учитель для России?"" Начну с того, что я на данный момент работаю в школе, где я проучилась все 11 лет. Скажу, что работать со своими учителями, которые мне давали знания, задача не из лёгких. Узнав информацию про программу, я поняла, что это отличный повод сменить обстановку, уехать учить детей совсем в неизведанное для меня место, завести  новые знакомства и самое главное приобрести большой опыт работы в сфере образования."
784,784,out,2018,0,1.0,0.0,0.0,0.0,1.0,0,5.0,"Институт образования в 2018-ом году превратился в борьбу. Поколение миллениалов и советского поколение выясняет друг с другом, как совместить молодежный тренд и обучение «уму-разуму», а чаще – как бестактно заменить одно другим, вся полемика вокруг образования развивается из этого. За этим, однако, не ясно, кто, собственно, будет учить и объяснять, о чем сегодня урок и почему предмет будет нужен в дальнейшем. Не ясно, потому что учитель никому ничего не должен - в школах (и в университетах) вся ответственность лежит либо на учениках, либо на родителях. Я категорически против этого, и желаю принять участие в программе «Учителя России», моя цель – привнести в среднее образование то, что ждут от молодых людей в высшем – субъективного взгляда и критического мышления. Судить будущее поколение по молодым умам, что посещают конференции и семинары - «ошибка выжившего», у нас растет самое неуверенное в будущем поколение. И мне хочется дать уверенности тем, кто может ошибиться в выборе профессии и не знает, кто знает это за него. Я хочу освещать свой предмет, хочу рассказывать о том, что ждет тех, кто выберет географию и будет развиваться в этой науке. География имеет под собой больше, чем знание стран и столиц. Все проблемы мира можно решить, начиная с того, что Земля круглая и она вертится. Будучи человеком старомодным, я предпочитаю качественное среднее образование «лайфхакам» и статьям из интернета, важность образования и связи ""ученик - учитель"" я бы хотел сохранить до последнего, насколько меня хватит. Обьяснить «все», «всем», и «в доступной форме» - это мое мотто и классический учитель – моя лучшая идея за долгое время. Отсутствие субьективного мышления в образовании – дорога к ЕГЭ и прочим упрощениям, со своей стороны я готов бороться за субьективное мышление в школах, учитель должен быть первым человеком для будущего поколения, кто расскажет ему про саму возможность субъективности."
